node,GEOID20,district
1039,45013010900,1
1040,45013000400,1
1041,45013010600,1
1042,45013000800,1
1043,45013000700,1
1044,45013000600,1
1045,45019002002,2
1046,45019002200,1
1047,45019000200,2
1048,45019003500,1
1049,45019003000,1
1050,45019002006,1
1051,45019003400,2
1052,45019003109,1
1053,45019004607,2
1054,45019002702,1
1055,45019003106,1
1056,45019002605,1
1057,45019003111,1
1058,45019003300,1
1059,45019004400,1
1060,45019001902,1
1061,45019003105,1
1062,45019004621,2
1063,45019003900,1
1064,45019002005,2
1065,45017950100,0
1066,45017950400,0
1067,45013000501,1
1068,45013000503,1
1069,45013002202,1
1070,45013000502,1
1071,45013001101,1
1072,45013002108,1
1073,45013990100,1
1074,45013002103,1
1075,45043920202,2
1076,45085001904,0
1077,45085000800,0
1078,45019000100,2
1079,45019000400,2
1080,45019000500,1
1081,45019000600,1
1082,45019000700,2
1083,45083022406,6
1084,45013001000,1
1085,45079000900,0
1086,45079001000,0
1087,45079001200,0
1088,45079011608,0
1089,45079003000,3
1090,45091061004,5
1091,45079001600,3
1092,45079002200,0
1093,45079002300,0
1094,45079002500,0
1095,45091060501,5
1096,45091060502,5
1097,45079011101,0
1098,45079001300,0
1099,45079002602,0
1100,45079002700,0
1101,45079011502,0
1102,45079011501,0
1103,45087030500,6
1104,45087030300,6
1105,45087030900,6
1106,45079010407,0
1107,45033970601,5
1108,45033970302,5
1109,45033970301,5
1110,45033970401,5
1111,45033970602,5
1112,45033970402,5
1113,45079010502,0
1114,45079010703,0
1115,45079010803,0
1116,45079010900,0
1117,45063020707,3
1118,45063020705,3
1119,45063021030,3
1120,45063021115,3
1121,45063020804,3
1122,45077011204,4
1123,45077010601,4
1124,45009960300,0
1125,45009960400,0
1126,45041001503,5
1127,45041001506,5
1128,45035010503,1
1129,45035010603,1
1130,45035010606,1
1131,45051070601,2
1132,45051070602,2
1133,45051080101,2
1134,45051060403,2
1135,45051990100,2
1136,45051051202,2
1137,45003020301,3
1138,45003980100,3
1139,45003020601,3
1140,45003020901,3
1141,45043990100,2
1142,45071950201,5
1143,45051070701,2
1144,45051080102,2
1145,45051060301,2
1146,45051040103,2
1147,45051040104,2
1148,45051060404,2
1149,45051060303,2
1150,45051050303,2
1151,45051060204,2
1152,45051051403,2
1153,45051051404,2
1154,45051051603,2
1155,45051060102,2
1156,45051060203,2
1157,45051060206,2
1158,45051060405,2
1159,45051060406,2
1160,45051070702,2
1161,45051051700,2
1162,45079011000,0
1163,45035010604,1
1164,45035010505,1
1165,45035010819,1
1166,45035010820,1
1167,45035010813,1
1168,45035010818,1
1169,45035010814,1
1170,45041001504,5
1171,45041000101,5
1172,45055970401,5
1173,45055970402,5
1174,45055970403,5
1175,45055970905,5
1176,45079011201,0
1177,45075011704,0
1178,45075010103,0
1179,45075010104,0
1180,45075010101,0
1181,45075010102,0
1182,45075011703,0
1183,45075010802,0
1184,45075011802,0
1185,45075010803,0
1186,45075010901,0
1187,45075011702,0
1188,45075011701,0
1189,45075011804,0
1190,45075010601,0
1191,45075010801,0
1192,45075010305,0
1193,45075011803,0
1194,45075010604,0
1195,45075010303,0
1196,45075010602,0
1197,45075010603,0
1198,45075010302,0
1199,45075010304,0
1200,45075011801,0
1201,45075010902,0
1202,45075010301,0
1203,45073030601,4
1204,45073030602,4
1205,45073030901,4
